relpath,size_bytes,has_frontmatter,current_type,inferred_type,inferred_status,inferred_extras,matched_rule
Realms/Renascita/Legendarium/Natural Resources/Minerals/Deepsea Coral.md,1340,yes,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Natural Resources/Minerals/Radiant Obsidian.md,1303,no,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Natural Resources/Ores/Abyssal Iron.md,1147,no,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Natural Resources/Ores/Aetherium.md,915,no,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Natural Resources/Ores/Skyshatter Ore.md,1281,no,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Natural Resources/Ores/Stillstone Ore.md,1190,no,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Natural Resources/Wood/Nyxthorn.md,1306,no,,resource,draft,{},^Realms/Renascita/Legendarium/Natural Resources/.*\.md$
Realms/Renascita/Legendarium/Prophecies/Vecna's Prophecy.md,785,no,,prophecy,draft,{},^Realms/Renascita/Legendarium/Prophecies/.*\.md$
Realms/Renascita/Legendarium/Technology/Hexweave Pylons.md,449,no,,technology,draft,{},^Realms/Renascita/Legendarium/Technology/.*\.md$
Realms/Renascita/Legendarium/Technology/Science.md,0,no,,technology,stub,{},^Realms/Renascita/Legendarium/Technology/.*\.md$
Realms/Renascita/Legendarium/Technology/Soul Engine.md,1719,no,,technology,draft,{},^Realms/Renascita/Legendarium/Technology/.*\.md$
Realms/Renascita/Legendarium/Technology/Soulocron.md,368,no,,technology,draft,{},^Realms/Renascita/Legendarium/Technology/.*\.md$
Realms/Renascita/Legendarium/Technology/Vialux.md,0,no,,technology,stub,{},^Realms/Renascita/Legendarium/Technology/.*\.md$
Realms/Renascita/Renascita.md,0,no,,continent,stub,{},^Realms/Renascita/Renascita\.md$
Realms/Renascita/Societies/Dwarven Holds/Deep Road.md,0,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/Dwarven Clans.md,1104,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Characters/Brenna Turran.md,0,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Characters/Korran Deepnail.md,0,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Characters/Maerra Vulkess.md,0,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Characters/Volgrin Flameward.md,3647,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Flamebound of Magnus' Rest.md,1994,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Locations/Ashward Gates.md,0,no,,landmark,stub,{},^Realms/Renascita/Societies/.*/Locations/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Locations/Ember Veins.md,0,no,,landmark,stub,{},^Realms/Renascita/Societies/.*/Locations/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Locations/Eternal Flame.md,3885,no,,landmark,draft,{},^Realms/Renascita/Societies/.*/Locations/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Locations/Inner Crucible.md,0,no,,landmark,stub,{},^Realms/Renascita/Societies/.*/Locations/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Locations/The Ember Crown.md,0,no,,landmark,stub,{},^Realms/Renascita/Societies/.*/Locations/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Orders/Forge Clerics.md,0,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Orders/Magnesium Devouts.md,3226,no,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Orders/Scorchguard.md,0,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Orders/Watch of the Dying Flame.md,0,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Traditions/Everburn Forges.md,0,no,,tradition,stub,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Flamebound of Magnus' Rest/Traditions/Radiant Forging.md,3121,no,,tradition,draft,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Icebound of Uftine/Characters/Bramli Ironvein.md,618,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Icebound of Uftine/Characters/Gromdir Stillhand.md,1676,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Icebound of Uftine/Icebound of Uftine.md,2818,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Icebound of Uftine/Orders/Icebound Sentinels.md,239,no,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Icebound of Uftine/Traditions/Iceforging.md,2646,no,,tradition,draft,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Stormbound of Thundrakar/Characters/Aundril Voxhammer.md,2101,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Stormbound of Thundrakar/Orders/Windscribes.md,2137,no,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Stormbound of Thundrakar/Stormbound of Thundrakar.md,0,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Stormbound of Thundrakar/Traditions/Stormforging.md,2312,no,,tradition,draft,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Characters/Dagrin Thorne.md,147,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Clans/Clan Blackwake.md,163,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Clans/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Clans/Clan Brinevein.md,118,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Clans/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Clans/Clan Deepforge.md,160,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Clans/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Orders/Abysswatch.md,137,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Ships/Blackwake Ships.md,123,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Ships/Brinevein Ships.md,120,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Ships/Deepforge Ships.md,132,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Tidebound of Draumhavn.md,1836,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Traditions/The Salt-Blessed.md,134,yes,,tradition,stub,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/The Tidebound of Draumhavn/Traditions/Tideforging.md,112,no,,tradition,stub,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Dwarven Holds/Uftine Express.md,1399,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Brakka Orien.md,464,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Breona.md,956,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Breven Deneith.md,394,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Broxiz Tharashk.md,403,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Caelus Lyrandar.md,499,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Cyrus Odorous.md,0,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Dalin Vadalis.md,383,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Elar Phiarlan.md,394,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Esravash Lyrandar.md,363,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Gherra Tharashk.md,497,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Hallen Cannith.md,482,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Kheros Medani.md,510,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Kwanti Orien.md,338,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Lysse Lyrruman Sivis.md,393,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Morrikan Kundarak.md,374,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Rymelle Sivis.md,468,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Trelib Medani.md,478,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Tressa Vadalis.md,476,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Ulara Jorasco.md,410,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Yoren Silverhand.md,374,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Characters/Zorlan Cannith.md,405,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Citizenship.md,0,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Duo - Second Emperor.md,929,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Octavian - Eighth Emperor.md,1056,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Quintavius - Fifth Emperor.md,963,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Septimus - Seventh Emperor.md,1011,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Sextus - Sixth Emperor.md,905,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Tertia - Third Empress.md,861,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Tetrus - Fourth Emperor.md,906,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors/Unimus - First Emperor.md,1037,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Emperors.md,234,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Firebrand Empire.md,1804,no,,faction,draft,"{""realm"": ""[[Renascita]]""}",^Realms/Renascita/Societies/([^/]+)/\1\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Cannith.md,779,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Deneith.md,787,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Jorasco.md,774,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Kundarak.md,751,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Lyrandar.md,723,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Medani.md,854,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Orien.md,781,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Phiarlan.md,829,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Silverhand.md,722,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Sivis.md,778,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Tharashk.md,805,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Great Houses/House Vadalis.md,707,yes,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Guilds/Lux Faber.md,193,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Orders/Night Warriors.md,244,no,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Stained.md,0,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/The 12 Great Houses.md,5354,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Firebrand Empire/Tomb of Emperors.md,5683,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/People of Mokoweri/People of Mokoweri.md,1622,no,,faction,draft,"{""realm"": ""[[Renascita]]""}",^Realms/Renascita/Societies/([^/]+)/\1\.md$
Realms/Renascita/Societies/People of Mokoweri/Tyrannosaurs of Mokoweri/Trials of the Tyrannorsaurs.md,3906,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/People of Mokoweri/Tyrannosaurs of Mokoweri/Tyrannosaurs of Mokoweri.md,2711,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Rahalan Nomads/Rahalan Nomads.md,6195,no,,faction,draft,"{""realm"": ""[[Renascita]]""}",^Realms/Renascita/Societies/([^/]+)/\1\.md$
Realms/Renascita/Societies/Saurian Enclave/Contents of the Archive of the Ancients.md,8083,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/Elders/Elder Kirex.md,1426,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/Elders/Elder Marn.md,1533,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/Elders/Elder Sylthassi.md,1481,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/Elders/Elder Thrasuun.md,1694,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/Elders/Elder Vellara.md,2091,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/Rite of Ascension.md,3628,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/Saurian Enclave/The Prophecy of the Golden Dawn.md,5080,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Characters/Drezna Ironmaul.md,2314,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Characters/Kael Durnith.md,516,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Characters/Lyria Solvayne.md,436,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Characters/Torvik Emberthane.md,417,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Characters/Vaelis Strondheim.md,689,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Characters/Veyna Coalwright.md,397,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Coalforge Engine.md,0,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Ironclad Arena.md,1387,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/Rusted Reliquary.md,2867,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Blackiron Collective/The Blackiron Collective.md,0,no,,faction,stub,"{""realm"": ""[[Renascita]]""}",^Realms/Renascita/Societies/([^/]+)/\1\.md$
Realms/Renascita/Societies/The Blackiron Collective/Vault of Souls.md,1147,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Characters/Iris Andras.md,5503,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Characters/Ketharion.md,1698,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Characters/SOL-4R.md,729,no,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Orders/Sun Speaker.md,0,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Solarans.md,6508,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Technology/Ab Solara.md,4413,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Technology/Arcane Observatory.md,1021,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Technology/Endless Sun.md,1033,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Technology/LifeThread Matrix.md,3599,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Technology/Solaran Technology.md,0,no,,essay,stub,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Technology/The Radiant Dawn.md,3122,no,,essay,draft,{},^Realms/Renascita/Societies/.*\.md$
Realms/Renascita/Societies/The Solaran Federation of Worlds/Traditions/Solartificers.md,853,yes,,tradition,draft,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Aelar Amakiir.md,68,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Arthur Denison.md,46,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Farid al-Hakim.md,22,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Khadir Zahir.md,212,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Malik al-Bashaad.md,217,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Razan Sharal.md,202,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Sariv al-Ruhana.md,208,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Sultan Rafiq al-Salhar.md,223,yes,,character,draft,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Tamirah Qadat.md,188,yes,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Characters/Zariel Mephista.md,36,no,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Athenaeum of Arcane Arts and Sciences/Athenaeum of Arcane Arts and Sciences.md,6747,no,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Athenaeum of Arcane Arts and Sciences/Eclipsed Civilisations Initiative.md,3773,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Athenaeum of Arcane Arts and Sciences/Soulbound Instruments Registry.md,241,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Athenaeum of Arcane Arts and Sciences/The Forgotten Pathways Network.md,3662,no,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Khadiyats/Khadiyat-e Azdaham.md,226,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Khadiyats/Khadiyat-e Nehrun.md,219,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Khadiyats/Khadiyat-e Saramun.md,230,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Khadiyats/Khadiyat-e Talvareh.md,227,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Khadiyats/Khadiyat-e Zinnarat.md,221,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Majlis of Arcane Sovereignty/Magisterial Glyph Codes.md,196,yes,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Majlis of Arcane Sovereignty/Majlis of Arcane Sovereignty.md,228,yes,,organisation,draft,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/Majlis of Arcane Sovereignty/Rites of Ascension.md,187,yes,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/The Inscripted Order.md,0,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Orders/The Redactors.md,1,no,,organisation,stub,{},^Realms/Renascita/Societies/.*/Orders/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Thraysian Magocracy.md,612,no,,faction,draft,"{""realm"": ""[[Renascita]]""}",^Realms/Renascita/Societies/([^/]+)/\1\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Traditions/Glyphcasting.md,0,no,,tradition,stub,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Traditions/Magical Regulation.md,0,no,,tradition,stub,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Thraysian Magocracy/Traditions/The Four Acts.md,0,no,,tradition,stub,{},^Realms/Renascita/Societies/.*/Traditions/.*\.md$
Realms/Renascita/Societies/Velkhar Dominion/Characters/Vaelira Lyrandar.md,29,yes,,character,stub,{},^Realms/Renascita/Societies/.*/Characters/.*\.md$
Realms/Renascita/Societies/Velkhar Dominion/Velkhar Dominion.md,1176,no,,faction,draft,"{""realm"": ""[[Renascita]]""}",^Realms/Renascita/Societies/([^/]+)/\1\.md$
Realms/Sigmora/Sigmora.md,270,no,,landmark,draft,{},^Realms/(Solirion|Nihilum|Thargrun|Veltharyn|Woudum|Sigmora|Infernum|Imperium)/.*\.md$
Realms/Solirion/Solirion.md,39,no,,landmark,stub,{},^Realms/(Solirion|Nihilum|Thargrun|Veltharyn|Woudum|Sigmora|Infernum|Imperium)/.*\.md$
Realms/Thargrun/Thargrun.md,39,no,,landmark,stub,{},^Realms/(Solirion|Nihilum|Thargrun|Veltharyn|Woudum|Sigmora|Infernum|Imperium)/.*\.md$
